Servicio BN,Motivo BN,Canal Incidencia SBS,Servicio SBS,Motivo SBS,Canal Incidencia,Servicio,Motivo,Qty
2901,330000,01,29,33,OFICINA,SERVICIOS VARIOS   ,DIFUSION DE INFORMACION DE OPERACIONES SIN AUTORIZACION DEL USUARIO,2
2901,390000,01,29,39,OFICINA,SERVICIOS VARIOS   ,INADECUADA ATENCION AL USUARIO,16
2901,390002,01,29,39,OFICINA,SERVICIOS VARIOS   ,INADECUADA ATENCION AL USUARIO,2
2901,700007,01,29,06,OFICINA,SERVICIOS VARIOS   ,TRANSACCION NO PROCESADA / MAL REALIZADA,3
2902,060100,01,29,06,OFICINA,SERVICIOS VARIOS   ,TRANSACCION NO PROCESADA / MAL REALIZADA,30
2902,070000,01,29,07,OFICINA,SERVICIOS VARIOS   ,RETENCIONES INDEBIDAS (JUDICIALES Y/O COACTIVAS),3
2902,270000,01,29,27,OFICINA,SERVICIOS VARIOS   ,DEMORA O INCUMPLIMIENTO EN LA DEVOLUCION DE DOCUMENTOS VALORADOS (TITULOS VALORES),15
2902,300000,01,29,30,OFICINA,SERVICIOS VARIOS   ,FALLAS DEL SISTEMA INFORMATICO QUE DIFICULTAN OPERACIONES Y SERVICIOS,14
2902,330000,01,29,33,OFICINA,SERVICIOS VARIOS   ,DIFUSION DE INFORMACION DE OPERACIONES SIN AUTORIZACION DEL USUARIO,1
2902,390000,01,29,39,OFICINA,SERVICIOS VARIOS   ,INADECUADA ATENCION AL USUARIO,8
3000,010000,06,102,01,CAJEROS CORRESPONSALES,CUENTA DE AHORRO (DESTINADA A DEPÓSITO DE REMUNERACIONES),"INCUMPLIMIENTO DE CLAUSULAS DE LOS CONTRATOS, POLIZAS, CONDICIONES, ACUERDOS",1
3000,020000,06,102,02,CAJEROS CORRESPONSALES,CUENTA DE AHORRO (DESTINADA A DEPÓSITO DE REMUNERACIONES),"INADECUADA O INSUFICIENTE INFORMACION SOBRE OPERACIONES, PRODUCTOS Y/O SERVICIOS",13
3000,030000,06,102,03,CAJEROS CORRESPONSALES,CUENTA DE AHORRO (DESTINADA A DEPÓSITO DE REMUNERACIONES),"COBRO INDEBIDO DE INTERESES,COMISIONES,PORTES,TARIFAS Y OTROS CARGOS  * general",301
3000,030001,06,102,03,CAJEROS CORRESPONSALES,CUENTA DE AHORRO (DESTINADA A DEPÓSITO DE REMUNERACIONES),"COBRO INDEBIDO DE INTERESES,COMISIONES,PORTES,TARIFAS Y OTROS CARGOS  * general",54
3000,030002,06,102,03,CAJEROS CORRESPONSALES,CUENTA DE AHORRO (DESTINADA A DEPÓSITO DE REMUNERACIONES),"COBRO INDEBIDO DE INTERESES,COMISIONES,PORTES,TARIFAS Y OTROS CARGOS  * general",13
3000,050000,06,102,06,CAJEROS CORRESPONSALES,CUENTA DE AHORRO (DESTINADA A DEPÓSITO DE REMUNERACIONES),TRANSACCION NO PROCESADA / MAL REALIZADA,5
3000,060100,06,102,06,CAJEROS CORRESPONSALES,CUENTA DE AHORRO (DESTINADA A DEPÓSITO DE REMUNERACIONES),TRANSACCION NO PROCESADA / MAL REALIZADA,1440
3000,070000,06,102,07,CAJEROS CORRESPONSALES,CUENTA DE AHORRO (DESTINADA A DEPÓSITO DE REMUNERACIONES),RETENCIONES INDEBIDAS (JUDICIALES Y/O COACTIVAS),2
3000,080000,06,102,08,CAJEROS CORRESPONSALES,CUENTA DE AHORRO (DESTINADA A DEPÓSITO DE REMUNERACIONES),CANCELACION DE CUENTA,9
3000,090000,06,102,09,CAJEROS CORRESPONSALES,CUENTA DE AHORRO (DESTINADA A DEPÓSITO DE REMUNERACIONES),"PROBLEMAS CON CHEQUES (MAL EMITIDOS,RECHAZADOS,DUPLICADOS,FALSOS)",1
3000,180000,06,102,18,CAJEROS CORRESPONSALES,CUENTA DE AHORRO (DESTINADA A DEPÓSITO DE REMUNERACIONES),"OPERACIONES EN CUENTA NO RECONOCIDAS (CONSUMOS,DISPOSICIONES,RETIROS,CARGOS Y ABONOS) ",498
3000,180001,06,102,18,CAJEROS CORRESPONSALES,CUENTA DE AHORRO (DESTINADA A DEPÓSITO DE REMUNERACIONES),"OPERACIONES EN CUENTA NO RECONOCIDAS (CONSUMOS,DISPOSICIONES,RETIROS,CARGOS Y ABONOS) ",5
3000,210000,06,102,21,CAJEROS CORRESPONSALES,CUENTA DE AHORRO (DESTINADA A DEPÓSITO DE REMUNERACIONES),PUBLICIDAD ENGAÑOSA O INFORMACIÓN QUE INDUCE A ERROR,2
3000,270000,06,102,27,CAJEROS CORRESPONSALES,CUENTA DE AHORRO (DESTINADA A DEPÓSITO DE REMUNERACIONES),DEMORA O INCUMPLIMIENTO EN LA DEVOLUCION DE DOCUMENTOS VALORADOS (TITULOS VALORES),3
3000,280000,06,102,28,CAJEROS CORRESPONSALES,CUENTA DE AHORRO (DESTINADA A DEPÓSITO DE REMUNERACIONES),PRCA - NO DISPENSÓ EFECTIVO Y/O VOUCHER,40
3000,280005,06,102,28,CAJEROS CORRESPONSALES,CUENTA DE AHORRO (DESTINADA A DEPÓSITO DE REMUNERACIONES),PRCA - NO DISPENSÓ EFECTIVO Y/O VOUCHER,101
3000,280800,06,102,28,CAJEROS CORRESPONSALES,CUENTA DE AHORRO (DESTINADA A DEPÓSITO DE REMUNERACIONES),PRCA - NO DISPENSÓ EFECTIVO Y/O VOUCHER,84
3000,290000,06,102,29,CAJEROS CORRESPONSALES,CUENTA DE AHORRO (DESTINADA A DEPÓSITO DE REMUNERACIONES),ENTREGA DE BILLETES FALSOS,3
3000,300000,06,102,30,CAJEROS CORRESPONSALES,CUENTA DE AHORRO (DESTINADA A DEPÓSITO DE REMUNERACIONES),FALLAS DEL SISTEMA INFORMATICO QUE DIFICULTAN OPERACIONES Y SERVICIOS,114
3000,380000,06,102,38,CAJEROS CORRESPONSALES,CUENTA DE AHORRO (DESTINADA A DEPÓSITO DE REMUNERACIONES),PRCAOE - NO DISPENSO EFECTIVO O VOUCHER,1
3000,380001,06,102,38,CAJEROS CORRESPONSALES,CUENTA DE AHORRO (DESTINADA A DEPÓSITO DE REMUNERACIONES),PRCAOE - NO DISPENSO EFECTIVO O VOUCHER,9
3000,390000,06,102,39,CAJEROS CORRESPONSALES,CUENTA DE AHORRO (DESTINADA A DEPÓSITO DE REMUNERACIONES),INADECUADA ATENCION AL USUARIO,20
3000,390001,06,102,39,CAJEROS CORRESPONSALES,CUENTA DE AHORRO (DESTINADA A DEPÓSITO DE REMUNERACIONES),INADECUADA ATENCION AL USUARIO,1
3000,390002,06,102,39,CAJEROS CORRESPONSALES,CUENTA DE AHORRO (DESTINADA A DEPÓSITO DE REMUNERACIONES),INADECUADA ATENCION AL USUARIO,12
3000,700001,06,102,28,CAJEROS CORRESPONSALES,CUENTA DE AHORRO (DESTINADA A DEPÓSITO DE REMUNERACIONES),PRCA - NO DISPENSÓ EFECTIVO Y/O VOUCHER,20
3000,700004,06,102,06,CAJEROS CORRESPONSALES,CUENTA DE AHORRO (DESTINADA A DEPÓSITO DE REMUNERACIONES),TRANSACCION NO PROCESADA / MAL REALIZADA,2
3000,700007,06,102,06,CAJEROS CORRESPONSALES,CUENTA DE AHORRO (DESTINADA A DEPÓSITO DE REMUNERACIONES),TRANSACCION NO PROCESADA / MAL REALIZADA,89
3000,700008,06,102,18,CAJEROS CORRESPONSALES,CUENTA DE AHORRO (DESTINADA A DEPÓSITO DE REMUNERACIONES),"OPERACIONES EN CUENTA NO RECONOCIDAS (CONSUMOS,DISPOSICIONES,RETIROS,CARGOS Y ABONOS) ",9
3000,700009,06,102,03,CAJEROS CORRESPONSALES,CUENTA DE AHORRO (DESTINADA A DEPÓSITO DE REMUNERACIONES),"COBRO INDEBIDO DE INTERESES,COMISIONES,PORTES,TARIFAS Y OTROS CARGOS  * general",40
9600,020000,01,96,02,OFICINA,SERVICIO DE ATENCION AL USUARIO,"INADECUADA O INSUFICIENTE INFORMACION SOBRE OPERACIONES, PRODUCTOS Y/O SERVICIOS",1796
9600,030000,01,96,03,OFICINA,SERVICIO DE ATENCION AL USUARIO,"COBRO INDEBIDO DE INTERESES,COMISIONES,PORTES,TARIFAS Y OTROS CARGOS  * general",18
9600,030001,01,96,03,OFICINA,SERVICIO DE ATENCION AL USUARIO,"COBRO INDEBIDO DE INTERESES,COMISIONES,PORTES,TARIFAS Y OTROS CARGOS  * general",1
9600,030002,01,96,03,OFICINA,SERVICIO DE ATENCION AL USUARIO,"COBRO INDEBIDO DE INTERESES,COMISIONES,PORTES,TARIFAS Y OTROS CARGOS  * general",3
9600,050000,01,96,06,OFICINA,SERVICIO DE ATENCION AL USUARIO,TRANSACCION NO PROCESADA / MAL REALIZADA,1
9600,060100,01,96,06,OFICINA,SERVICIO DE ATENCION AL USUARIO,TRANSACCION NO PROCESADA / MAL REALIZADA,251
9600,070000,01,96,07,OFICINA,SERVICIO DE ATENCION AL USUARIO,RETENCIONES INDEBIDAS (JUDICIALES Y/O COACTIVAS),1
9600,080000,01,96,08,OFICINA,SERVICIO DE ATENCION AL USUARIO,CANCELACION DE CUENTA,3
9600,150000,01,96,15,OFICINA,SERVICIO DE ATENCION AL USUARIO,"PROBLEM. CON TARJETA DEBITO / CREDITO (RETENIDA, DESACTIVADA, BLOQUEADA, ANULADA, CANCELADA)",7
9600,180000,01,96,18,OFICINA,SERVICIO DE ATENCION AL USUARIO,"OPERACIONES EN CUENTA NO RECONOCIDAS (CONSUMOS,DISPOSICIONES,RETIROS,CARGOS Y ABONOS) ",8
9600,190000,01,96,19,OFICINA,SERVICIO DE ATENCION AL USUARIO,"DEMORA O INCUMPLIM.DE ENVIO DE CORRESPOND. (ESTAD. DE CTA., NOTAS DE CARGO, CRONOG. DE PAGOS, ETC.)",4
9600,210000,01,96,21,OFICINA,SERVICIO DE ATENCION AL USUARIO,PUBLICIDAD ENGAÑOSA O INFORMACIÓN QUE INDUCE A ERROR,4
9600,270000,01,96,27,OFICINA,SERVICIO DE ATENCION AL USUARIO,DEMORA O INCUMPLIMIENTO EN LA DEVOLUCION DE DOCUMENTOS VALORADOS (TITULOS VALORES),52
9600,280800,01,96,28,OFICINA,SERVICIO DE ATENCION AL USUARIO,PRCA - NO DISPENSÓ EFECTIVO Y/O VOUCHER,37
9600,290000,01,96,29,OFICINA,SERVICIO DE ATENCION AL USUARIO,ENTREGA DE BILLETES FALSOS,2
9600,300000,01,96,30,OFICINA,SERVICIO DE ATENCION AL USUARIO,FALLAS DEL SISTEMA INFORMATICO QUE DIFICULTAN OPERACIONES Y SERVICIOS,105
9600,330000,01,96,33,OFICINA,SERVICIO DE ATENCION AL USUARIO,DIFUSION DE INFORMACION DE OPERACIONES SIN AUTORIZACION DEL USUARIO,2
9600,340000,01,96,34,OFICINA,SERVICIO DE ATENCION AL USUARIO,ERROR EN LOS DATOS DEL USUARIO REGISTRADOS EN LA EMPRESA,1
9600,390000,01,96,39,OFICINA,SERVICIO DE ATENCION AL USUARIO,INADECUADA ATENCION AL USUARIO,839
9600,390001,01,96,39,OFICINA,SERVICIO DE ATENCION AL USUARIO,INADECUADA ATENCION AL USUARIO,3
9600,390002,01,96,39,OFICINA,SERVICIO DE ATENCION AL USUARIO,INADECUADA ATENCION AL USUARIO,31
9600,700003,01,96,03,OFICINA,SERVICIO DE ATENCION AL USUARIO,"COBRO INDEBIDO DE INTERESES,COMISIONES,PORTES,TARIFAS Y OTROS CARGOS  * general",1
9600,700007,01,96,06,OFICINA,SERVICIO DE ATENCION AL USUARIO,TRANSACCION NO PROCESADA / MAL REALIZADA,3
9600,700010,01,96,03,OFICINA,SERVICIO DE ATENCION AL USUARIO,"COBRO INDEBIDO DE INTERESES,COMISIONES,PORTES,TARIFAS Y OTROS CARGOS  * general",1
9902,030000,01,96,03,OFICINA,SERVICIO DE ATENCION AL USUARIO,"COBRO INDEBIDO DE INTERESES,COMISIONES,PORTES,TARIFAS Y OTROS CARGOS  * general",1
9902,030000,01,999,03,OFICINA,OSPR - ONP,"COBRO INDEBIDO DE INTERESES,COMISIONES,PORTES,TARIFAS Y OTROS CARGOS  * general",2
9902,060100,01,999,06,OFICINA,OSPR - ONP,TRANSACCION NO PROCESADA / MAL REALIZADA,1
9902,180000,01,999,18,OFICINA,OSPR - ONP,"OPERACIONES EN CUENTA NO RECONOCIDAS (CONSUMOS,DISPOSICIONES,RETIROS,CARGOS Y ABONOS) ",1
9902,270000,01,999,27,OFICINA,OSPR - ONP,DEMORA O INCUMPLIMIENTO EN LA DEVOLUCION DE DOCUMENTOS VALORADOS (TITULOS VALORES),1
9904,030000,01,999,03,OFICINA,OSPR - PROGRAMA JUNTOS,"COBRO INDEBIDO DE INTERESES,COMISIONES,PORTES,TARIFAS Y OTROS CARGOS  * general",2
9904,060100,01,999,06,OFICINA,OSPR - PROGRAMA JUNTOS,TRANSACCION NO PROCESADA / MAL REALIZADA,1
9904,180000,01,999,18,OFICINA,OSPR - PROGRAMA JUNTOS,"OPERACIONES EN CUENTA NO RECONOCIDAS (CONSUMOS,DISPOSICIONES,RETIROS,CARGOS Y ABONOS) ",1
9905,030000,01,999,03,OFICINA,OSPR - PROGRAMA PENSION 65,"COBRO INDEBIDO DE INTERESES,COMISIONES,PORTES,TARIFAS Y OTROS CARGOS  * general",2
9905,180000,01,999,18,OFICINA,OSPR - PROGRAMA PENSION 65,"OPERACIONES EN CUENTA NO RECONOCIDAS (CONSUMOS,DISPOSICIONES,RETIROS,CARGOS Y ABONOS) ",1
